Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,year_created,month_created,year_closed,month_closed
68688745,2026-04-16 15:17:14,2026-04-17 01:29:35,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10107,250 WEST 57 STREET,WEST 57 STREET,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,WEST 57 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/17/2026 01:29:38 AM,05 MANHATTAN,6.0,Precinct 18,1010280056.0,MANHATTAN,"989,203","218,494",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76639057687,-73.98211943675,POINT (-73.982119436751 40.766390576869),2026,4,2026.0,4.0
68687218,2026-04-16 15:05:27,2026-04-16 20:13:57,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10033,BROADWAY,BROADWAY,BROADWAY,WEST 181 STREET,BROADWAY,WEST 181 STREET,INTERSECTION,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 08:14:01 PM,12 MANHATTAN,10.0,Precinct 34,,MANHATTAN,"1,002,024","249,023",PHONE,Unspecified,MANHATTAN,,,,,,,,40.85016772496,-73.93575420225,POINT (-73.935754202247 40.850167724963),2026,4,2026.0,4.0
68685708,2026-04-16 14:59:34,2026-04-16 21:11:02,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,11101,47-38 VERNON BOULEVARD,VERNON BOULEVARD,47 ROAD,48 AVENUE,47 ROAD,48 AVENUE,ADDRESS,LONG ISLAND CITY,VERNON BOULEVARD,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 09:11:04 PM,02 QUEENS,26.0,Precinct 108,4000300004.0,QUEENS,"997,138","210,558",PHONE,Unspecified,QUEENS,,,,,,,,40.74460027293,-73.95348892859,POINT (-73.953488928594 40.744600272929),2026,4,2026.0,4.0
68687229,2026-04-16 14:53:15,2026-04-16 20:12:37,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,10016,EAST 40 STREET,EAST 40 STREET,EAST 40 STREET,PARK AVENUE,EAST 40 STREET,PARK AVENUE,INTERSECTION,,,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/16/2026 08:12:40 PM,05 MANHATTAN,4.0,Unspecified,,MANHATTAN,"990,177","212,830",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75084374657,-73.97860824436,POINT (-73.978608244363 40.750843746566),2026,4,2026.0,4.0
68691673,2026-04-16 14:51:05,2026-04-16 20:26:46,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,10017,EAST 42 STREET,EAST 42 STREET,EAST 42 STREET,THIRD AVENUE,EAST 42 STREET,THIRD AVENUE,INTERSECTION,,,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/16/2026 08:26:49 PM,06 MANHATTAN,4.0,Precinct 17,,MANHATTAN,"991,331","212,802",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75076604483,-73.97444325196,POINT (-73.974443251961 40.750766044835),2026,4,2026.0,4.0
68691671,2026-04-16 14:44:54,2026-04-16 20:10:37,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,10168,EAST 42 STREET,EAST 42 STREET,EAST 42 STREET,LEXINGTON AVENUE,EAST 42 STREET,LEXINGTON AVENUE,INTERSECTION,,,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/16/2026 08:10:38 PM,05 MANHATTAN,4.0,Unspecified,,MANHATTAN,"990,886","213,048",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75144159779,-73.9760491033,POINT (-73.976049103296 40.751441597785),2026,4,2026.0,4.0
68687223,2026-04-16 14:41:35,2026-04-16 19:30:28,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,10128,188 EAST 88 STREET,EAST 88 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST 88 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 07:30:33 PM,08 MANHATTAN,5.0,Precinct 19,,MANHATTAN,"997,132","223,567",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.78030663399,-73.95348565242,POINT (-73.953485652422 40.780306633986),2026,4,2026.0,4.0
68685746,2026-04-16 14:38:10,,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10011,434 6 AVENUE,6 AVENUE,CHRISTOPHER STREET,WEST 10 STREET,CHRISTOPHER STREET,WEST 10 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,,In Progress,,,,02 MANHATTAN,2.0,Precinct 6,1005730006.0,MANHATTAN,"984,569","206,905",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73458308038,-73.99884894471,POINT (-73.998848944711 40.734583080381),2026,4,,
68696069,2026-04-16 14:37:29,2026-04-16 19:23:27,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Park/Playground,10028,1000 5 AVENUE,5 AVENUE,EAST 81 STREET,EAST 82 STREET,EAST 81 STREET,EAST 82 STREET,ADDRESS,NEW YORK,5 AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 07:23:29 PM,64 MANHATTAN,6.0,Precinct 22,1011110001.0,MANHATTAN,"994,623","222,956",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.77863290128,-73.96254609597,POINT (-73.962546095969 40.77863290128),2026,4,2026.0,4.0
68688731,2026-04-16 14:35:49,2026-04-16 21:13:09,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,11201,150 MYRTLE AVENUE,MYRTLE AVENUE,FLATBUSH AVENUE EXTENSION,PRINCE STREET,FLATBUSH AVENUE EXTENSION,PRINCE STREET,ADDRESS,BROOKLYN,MYRTLE AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 09:13:11 PM,02 BROOKLYN,35.0,Precinct 84,3020607501.0,BROOKLYN,"988,942","191,976",PHONE,Unspecified,BROOKLYN,,,,,,,,40.69360530205,-73.98308014999,POINT (-73.983080149991 40.693605302049),2026,4,2026.0,4.0
68687233,2026-04-16 14:23:21,2026-04-16 18:03:13,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10036,1500 BROADWAY,BROADWAY,WEST 43 STREET,WEST 44 STREET,WEST 43 STREET,WEST 44 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/16/2026 06:03:15 PM,05 MANHATTAN,4.0,Precinct 14,1009960001.0,MANHATTAN,"988,136","215,020",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75685587307,-73.98597336512,POINT (-73.985973365118 40.756855873071),2026,4,2026.0,4.0
68696083,2026-04-16 14:21:14,2026-04-17 01:45:20,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10003,8 EAST EIGHTH STREET,EAST EIGHTH STREET,5 AVENUE,UNIVERSITY PLACE,5 AVENUE,UNIVERSITY PLACE,ADDRESS,NEW YORK,EAST 8 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/17/2026 01:45:23 AM,02 MANHATTAN,2.0,Precinct 6,1005500024.0,MANHATTAN,"985,390","205,982",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.7320496046,-73.99588666727,POINT (-73.995886667272 40.732049604603),2026,4,2026.0,4.0
68691674,2026-04-16 14:14:25,2026-04-17 01:45:34,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,10003,45 UNIVERSITY PLACE,UNIVERSITY PLACE,EAST 9 STREET,EAST 10 STREET,EAST 9 STREET,EAST 10 STREET,ADDRESS,NEW YORK,UNIVERSITY PLACE,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/17/2026 01:45:37 AM,02 MANHATTAN,2.0,Precinct 6,1005610003.0,MANHATTAN,"985,881","206,097",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73236517446,-73.99411501978,POINT (-73.994115019778 40.732365174465),2026,4,2026.0,4.0
68685705,2026-04-16 14:08:15,2026-04-16 21:01:46,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,11211,NORTH 4 STREET,NORTH 4 STREET,NORTH 4 STREET,BEDFORD AVENUE,NORTH 4 STREET,BEDFORD AVENUE,INTERSECTION,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 09:01:48 PM,01 BROOKLYN,34.0,Precinct 94,,BROOKLYN,"995,474","200,200",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.71617236995,-73.95951135937,POINT (-73.959511359368 40.716172369953),2026,4,2026.0,4.0
68691646,2026-04-16 14:07:48,2026-04-16 20:34:41,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10026,300 WEST 110 STREET,WEST 110 STREET,,MANHATTAN AVENUE,,MANHATTAN AVENUE,ADDRESS,NEW YORK,CATHEDRAL PARKWAY,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 08:34:43 PM,07 MANHATTAN,7.0,Precinct 24,1018457501.0,MANHATTAN,"995,612","231,055",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80086126206,-73.95896140322,POINT (-73.958961403223 40.800861262063),2026,4,2026.0,4.0
68687232,2026-04-16 13:43:02,2026-04-16 21:03:46,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,11211,185 BROADWAY,BROADWAY,DRIGGS AVENUE,ROEBLING STREET,DRIGGS AVENUE,ROEBLING STREET,ADDRESS,BROOKLYN,BROADWAY,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 09:03:48 PM,01 BROOKLYN,34.0,Precinct 90,3024460051.0,BROOKLYN,"994,751","197,903",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70986854069,-73.96212303948,POINT (-73.962123039478 40.709868540687),2026,4,2026.0,4.0
68687195,2026-04-16 13:39:14,2026-04-16 23:56:17,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10459,931 WESTCHESTER AVENUE,WESTCHESTER AVENUE,ROGERS PLACE,INTERVALE AVENUE,ROGERS PLACE,INTERVALE AVENUE,ADDRESS,BRONX,WESTCHESTER AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 11:56:19 PM,02 BRONX,17.0,Precinct 41,2026990001.0,BRONX,"1,012,653","238,722",PHONE,Unspecified,BRONX,,,,,,,,40.82186668539,-73.897378329,POINT (-73.897378328997 40.821866685388),2026,4,2026.0,4.0
68688747,2026-04-16 13:38:05,,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Subway,,,,,,,,,,,,In Progress,,,,Unspecified BROOKLYN,,Unspecified,,BROOKLYN,"994,018","188,128",MOBILE,Unspecified,BROOKLYN,,,,C,,Washington Av & Fulton St to Euclid Av,Entrance,40.68303927967,-73.96478113571,POINT (-73.964781135712 40.683039279672),2026,4,,
68685737,2026-04-16 13:34:18,2026-04-16 18:26:17,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,10022,1 EAST 53 STREET,EAST 53 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST 53 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/16/2026 06:26:19 PM,05 MANHATTAN,4.0,Precinct 18,1012890005.0,MANHATTAN,"991,014","216,284",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76032349639,-73.97558386554,POINT (-73.975583865539 40.760323496393),2026,4,2026.0,4.0
68696077,2026-04-16 13:30:03,2026-04-16 21:04:48,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Store/Commercial,10023,1910 BROADWAY,BROADWAY,WEST 63 STREET,WEST 64 STREET,WEST 63 STREET,WEST 64 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/16/2026 09:04:51 PM,07 MANHATTAN,6.0,Precinct 20,1011167501.0,MANHATTAN,"989,191","220,486",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.77185810554,-73.98216129286,POINT (-73.982161292863 40.77185810554),2026,4,2026.0,4.0
68694564,2026-04-16 13:11:59,2026-04-16 19:08:24,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,10065,125 EAST 63 STREET,EAST 63 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST 63 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 07:08:27 PM,08 MANHATTAN,4.0,Precinct 19,1013980010.0,MANHATTAN,"993,416","217,979",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76497367089,-73.96691101175,POINT (-73.966911011749 40.76497367089),2026,4,2026.0,4.0
68694529,2026-04-16 13:11:31,2026-04-16 23:41:17,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10019,158 WEST 55 STREET,WEST 55 STREET,6 1/2 AVENUE,7 AVENUE,6 1/2 AVENUE,7 AVENUE,ADDRESS,NEW YORK,WEST 55 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 11:41:19 PM,05 MANHATTAN,6.0,Precinct 18,1010070061.0,MANHATTAN,"989,715","217,592",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76391451831,-73.98027182606,POINT (-73.980271826057 40.763914518313),2026,4,2026.0,4.0
68693079,2026-04-16 12:51:57,,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,10007,100 CHURCH STREET,CHURCH STREET,BARCLAY STREET,PARK PLACE,BARCLAY STREET,PARK PLACE,ADDRESS,NEW YORK,CHURCH STREET,,In Progress,,,,01 MANHATTAN,1.0,Precinct 1,1001257501.0,MANHATTAN,"981,619","199,030",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.71296772802,-74.00949042127,POINT (-74.009490421271 40.712967728018),2026,4,,
68688735,2026-04-16 12:51:47,2026-04-16 21:15:01,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,11231,111 2 PLACE,2 PLACE,COURT STREET,CULVER/6 AVENUE LINE,COURT STREET,CULVER/6 AVENUE LINE,ADDRESS,BROOKLYN,2 PLACE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 09:15:03 PM,06 BROOKLYN,39.0,Precinct 76,3004590042.0,BROOKLYN,"985,141","186,789",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67936937378,-73.99678764533,POINT (-73.996787645333 40.679369373782),2026,4,2026.0,4.0
68694531,2026-04-16 12:32:30,,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,11211,360 GRAHAM AVENUE,GRAHAM AVENUE,METROPOLITAN AVENUE,CONSELYEA STREET,METROPOLITAN AVENUE,CONSELYEA STREET,ADDRESS,BROOKLYN,GRAHAM AVENUE,,In Progress,,,,01 BROOKLYN,34.0,Precinct 94,3027600008.0,BROOKLYN,"999,648","199,785",PHONE,Unspecified,BROOKLYN,,,,,,,,40.71502701443,-73.94445532833,POINT (-73.944455328333 40.715027014433),2026,4,,
68685702,2026-04-16 12:26:13,2026-04-16 17:37:14,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10010,2D WEST 24 STREET,WEST 24 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST 24 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/16/2026 05:37:17 PM,05 MANHATTAN,3.0,Precinct 13,1008250031.0,MANHATTAN,"987,114","209,765",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.74243261353,-73.98966454309,POINT (-73.989664543094 40.742432613527),2026,4,2026.0,4.0
68693053,2026-04-16 12:21:48,2026-04-17 02:03:19,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10013,14 MOTT STREET,MOTT STREET,WORTH STREET,MOSCO STREET,WORTH STREET,MOSCO STREET,ADDRESS,NEW YORK,MOTT STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/17/2026 02:03:22 AM,03 MANHATTAN,1.0,Precinct 5,1001620008.0,MANHATTAN,"984,605","199,441",PHONE,Unspecified,MANHATTAN,,,,,,,,40.71409620906,-73.99871943877,POINT (-73.998719438774 40.71409620906),2026,4,2026.0,4.0
68687192,2026-04-16 12:19:02,2026-04-17 01:53:16,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10003,57 EAST 4 STREET,EAST 4 STREET,BOWERY,2 AVENUE,BOWERY,2 AVENUE,ADDRESS,NEW YORK,EAST 4 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/17/2026 01:53:19 AM,03 MANHATTAN,2.0,Precinct 9,1004600059.0,MANHATTAN,"986,779","204,075",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72681506761,-73.99087561283,POINT (-73.990875612832 40.726815067612),2026,4,2026.0,4.0
68688736,2026-04-16 12:10:54,2026-04-16 20:58:46,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,11101,42-40 10 STREET,10 STREET,QUEENS PLAZA SOUTH,43 AVENUE,QUEENS PLAZA SOUTH,43 AVENUE,ADDRESS,LONG ISLAND CITY,10 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/16/2026 08:58:48 PM,02 QUEENS,26.0,Precinct 108,4004610047.0,QUEENS,"998,612","213,613",MOBILE,Unspecified,QUEENS,,,,,,,,40.75298320607,-73.94816293629,POINT (-73.948162936285 40.752983206068),2026,4,2026.0,4.0
68696085,2026-04-16 11:51:35,2026-04-16 19:04:23,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Subway,,,,,,,,,,,,Closed,,The Department of Homeless Services did not have enough information to act on your request.,04/16/2026 07:04:26 PM,Unspecified MANHATTAN,,Unspecified,,MANHATTAN,"996,550","223,271",MOBILE,Unspecified,MANHATTAN,,,,4,,E 86 St & Lexington Av to Uptown & The B,Entrance,40.77949502145,-73.95558768053,POINT (-73.955587680533 40.779495021454),2026,4,2026.0,4.0
68693054,2026-04-16 11:43:34,2026-04-16 20:50:51,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,10024,100 WEST 85 STREET,WEST 85 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST 85 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 08:50:54 PM,07 MANHATTAN,6.0,Precinct 20,1012150033.0,MANHATTAN,"991,698","225,631",PHONE,Unspecified,MANHATTAN,,,,,,,,40.78597801448,-73.97310445896,POINT (-73.973104458961 40.785978014475),2026,4,2026.0,4.0
68693082,2026-04-16 11:39:49,2026-04-16 15:45:49,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,10454,300 EAST 138 STREET,EAST 138 STREET,LINCOLN AVENUE,ALEXANDER AVENUE,LINCOLN AVENUE,ALEXANDER AVENUE,ADDRESS,BRONX,EAST 138 STREET,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",04/16/2026 03:45:53 PM,01 BRONX,8.0,Precinct 40,2023110001.0,BRONX,"1,004,634","234,606",ONLINE,Unspecified,BRONX,,,,,,,,40.81059156789,-73.92636392159,POINT (-73.926363921585 40.810591567893),2026,4,2026.0,4.0
68687227,2026-04-16 11:34:17,2026-04-16 15:45:49,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Residential Building/House,10454,300 EAST 138 STREET,EAST 138 STREET,LINCOLN AVENUE,ALEXANDER AVENUE,LINCOLN AVENUE,ALEXANDER AVENUE,ADDRESS,BRONX,EAST 138 STREET,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",04/16/2026 03:45:53 PM,01 BRONX,8.0,Precinct 40,2023110001.0,BRONX,"1,004,634","234,606",ONLINE,Unspecified,BRONX,,,,,,,,40.81059156789,-73.92636392159,POINT (-73.926363921585 40.810591567893),2026,4,2026.0,4.0
68694556,2026-04-16 11:31:39,2026-04-16 20:56:55,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,10023,2025 BROADWAY,BROADWAY,WEST 69 STREET,WEST 70 STREET,WEST 69 STREET,WEST 70 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/16/2026 08:56:57 PM,07 MANHATTAN,6.0,Precinct 20,1011417502.0,MANHATTAN,"989,198","222,223",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.77662571124,-73.98213474147,POINT (-73.982134741469 40.776625711235),2026,4,2026.0,4.0
68685745,2026-04-16 11:28:44,2026-04-16 15:45:49,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,10454,300 EAST 138 STREET,EAST 138 STREET,LINCOLN AVENUE,ALEXANDER AVENUE,LINCOLN AVENUE,ALEXANDER AVENUE,ADDRESS,BRONX,EAST 138 STREET,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",04/16/2026 03:45:53 PM,01 BRONX,8.0,Precinct 40,2023110001.0,BRONX,"1,004,634","234,606",ONLINE,Unspecified,BRONX,,,,,,,,40.81059156789,-73.92636392159,POINT (-73.926363921585 40.810591567893),2026,4,2026.0,4.0
68693070,2026-04-16 11:27:34,2026-04-17 01:50:15,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Park/Playground,10003,3 WASHINGTON SQUARE NORTH,WASHINGTON SQUARE NORTH,UNIVERSITY PLACE,5 AVENUE,UNIVERSITY PLACE,5 AVENUE,ADDRESS,NEW YORK,WASHINGTON SQUARE NORTH,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/17/2026 01:50:18 AM,02 MANHATTAN,2.0,Precinct 6,1005500001.0,MANHATTAN,"985,377","205,566",PHONE,Unspecified,MANHATTAN,,,,,,,,40.73090778826,-73.99593364338,POINT (-73.995933643376 40.730907788261),2026,4,2026.0,4.0
